iter	Logloss
262	0.512315033
263	0.5121048737
264	0.5119321899
265	0.5117736588
266	0.5116853561
267	0.5115706787
268	0.5114819794
269	0.511355957
270	0.5112727509
271	0.5111269531
272	0.5110306854
273	0.5109189835
274	0.5107892303
275	0.5106268921
276	0.5105421143
277	0.5104433899
278	0.5103366165
279	0.5102147446
280	0.5100940247
281	0.5099851456
282	0.5098197403
283	0.5095634995
284	0.5093993988
285	0.5092613449
286	0.509184021
287	0.5090670929
288	0.508919342
289	0.5087930603
290	0.5086517181
291	0.5085068741
292	0.5083521957
293	0.5082164001
294	0.5080527191
295	0.5079565735
296	0.5078516541
297	0.5077653885
298	0.5076337662
299	0.5074489822
300	0.507324585
301	0.5072045593
302	0.5070840912
303	0.5069475784
304	0.5068520813
305	0.5067297745
306	0.5066065063
307	0.5065059052
308	0.5063627319
309	0.5062405777
310	0.5061128387
311	0.506021904
312	0.5058902817
313	0.5057583923
314	0.5056061859
315	0.5054812622
316	0.5053539734
317	0.5052281189
318	0.5051059341
319	0.5049669571
320	0.5048626404
321	0.5047145844
322	0.5045693054
323	0.504403717
324	0.504215538
325	0.5041096649
326	0.5039570694
327	0.5038613434
328	0.503763382
329	0.5036491013
330	0.5035207596
331	0.5033924637
332	0.5032737732
333	0.5031709747
334	0.502998436
335	0.5028978195
336	0.5028259277
337	0.5027574158
338	0.502631691
339	0.5024509354
340	0.5023092499
341	0.5021904221
342	0.5020241165
343	0.5019177246
344	0.5017779388
345	0.5016505661
346	0.5014304276
347	0.5012157059
348	0.5010844803
349	0.5009653015
350	0.5009011993
351	0.5007630157
352	0.5006028061
353	0.5005228882
354	0.500399826
355	0.5003075027
356	0.5001930008
357	0.500094017
358	0.4999886627
359	0.4998176346
360	0.4996744995
361	0.4995838928
362	0.4994520187
363	0.4993347702
364	0.4992281799
365	0.4991170654
366	0.4989911728
367	0.4988747864
368	0.4987559738
369	0.4986211472
370	0.4984474258
371	0.4983621521
372	0.4982150421
373	0.4980716019
374	0.4978747482
375	0.497719223
376	0.4975945053
377	0.4974975586
378	0.4973294983
379	0.4972037277
380	0.4970561981
381	0.4968815765
382	0.4967287216
383	0.4965965576
384	0.4964064102
385	0.4962406006
386	0.496086113
387	0.4959635239
388	0.4958488007
389	0.4957020798
390	0.4955819855
391	0.4954472809
392	0.495304245
393	0.4952049561
394	0.4950370483
395	0.4948555679
396	0.4947198334
397	0.4946713028
398	0.4945479126
399	0.494420105
400	0.4943125839
401	0.4941897583
402	0.4940760727
403	0.4939490891
404	0.4938391876
405	0.4937219696
406	0.4935751343
407	0.493403038
408	0.4933182068
409	0.4931674118
410	0.4930278168
411	0.4929226303
412	0.4927613525
413	0.4926555328
414	0.4925247803
415	0.4924035721
416	0.4922791824
417	0.4922034302
418	0.4921175308
419	0.4919733887
420	0.4918429184
421	0.4917384796
422	0.4916037064
423	0.4914437637
424	0.4913414078
425	0.4912414627
426	0.4911486816
427	0.4910165405
428	0.490885849
429	0.4907401886
430	0.4906010666
431	0.4904869232
432	0.490366188
433	0.490239418
434	0.4901134415
435	0.4899568024
436	0.489831131
437	0.4897022095
438	0.4895718002
439	0.4894778061
440	0.4894363556
441	0.4892683258
442	0.4891629486
443	0.4890460281
444	0.4889318619
445	0.4888209534
446	0.488761673
447	0.4886327896
448	0.4885094757
449	0.4883341446
450	0.4882341995
451	0.4881450882
452	0.4879595566
453	0.4878653641
454	0.4877563171
455	0.4876189499
456	0.4875006866
457	0.4873503799
458	0.4872297287
459	0.487062088
460	0.4869384842
461	0.4868314743
462	0.4867245636
463	0.4865959167
464	0.4864758835
465	0.486340477
466	0.486231308
467	0.4861409378
468	0.48606073
469	0.4859299927
470	0.4857580109
471	0.485644043
472	0.4855427628
473	0.4854515762
474	0.4853305817
475	0.4852577744
476	0.4851374588
477	0.4850274582
478	0.4849195099
479	0.4848347092
480	0.4846916733
481	0.4845916595
482	0.4844565125
483	0.4842977448
484	0.4841180191
485	0.4840377884
486	0.4839445496
487	0.4838316727
488	0.4837042313
489	0.483557045
490	0.4834387131
491	0.483326416
492	0.4832335434
493	0.4831402893
494	0.4830568085
495	0.4829060287
496	0.482776619
497	0.4825978775
498	0.4824492874
499	0.482288414
500	0.4821786575
501	0.4820746918
502	0.4819383926
503	0.4818040466
504	0.4816766434
505	0.4815238419
506	0.4814181213
507	0.4812929535
508	0.4811881104
509	0.4810970612
510	0.4809722977
511	0.4808782272
512	0.4807610931
513	0.4806178284
514	0.4805209961
515	0.4803966446
516	0.4803167343
517	0.4801754379
518	0.4801091461
519	0.4799854965
520	0.4798244858
521	0.4796886978
522	0.4795790634
523	0.4794633789
524	0.4793469238
525	0.4792113113
526	0.4791422882
527	0.4789991379
528	0.4788683777
529	0.4787718048
530	0.4786012192
531	0.478498085
532	0.4783797684
533	0.478213623
534	0.4781341095
535	0.4780288086
536	0.4779276962
537	0.4778223572
538	0.477748848
539	0.4776292953
540	0.4775358505
541	0.4774240646
542	0.4773073654
543	0.47721315
544	0.4771533127
545	0.4770075226
546	0.4769238052
547	0.4767881546
548	0.4766889343
549	0.4765436783
550	0.4764203568
551	0.476332489
552	0.4762631912
553	0.4761590881
554	0.4760100708
555	0.475954483
556	0.475861496
557	0.4756835403
558	0.4755667877
559	0.4754889984
560	0.4753559341
561	0.4752278366
562	0.475140213
563	0.4750290146
564	0.474896431
565	0.4748090744
566	0.4747057114
567	0.4746037064
568	0.4744746552
569	0.4743508682
570	0.4742454224
571	0.4741382675
572	0.4740274963
573	0.4739015121
574	0.4737852554
575	0.4736649475
576	0.4735841751
577	0.4734702454
578	0.4733983612
579	0.4732443924
580	0.4731026077
581	0.4729727783
582	0.4728643875
583	0.4727107773
584	0.4726223755
585	0.4724994812
586	0.4724083557
587	0.4723226471
588	0.4721577759
589	0.4720639038
590	0.4719472961
591	0.4718143234
592	0.4717141113
593	0.4716396942
594	0.4715396957
595	0.4713786011
596	0.4712915802
597	0.4711938934
598	0.4710492401
599	0.4709712601
600	0.4708516388
601	0.4707058029
602	0.4706195908
603	0.4705013657
604	0.4704078369
605	0.4702937469
606	0.4701885452
607	0.4700441437
608	0.4699561386
609	0.469864212
610	0.469720871
611	0.4696503983
612	0.469528183
613	0.4693917084
614	0.4693019943
615	0.4691980057
616	0.469075531
617	0.4689589615
618	0.4688773193
619	0.4687357178
620	0.468663147
621	0.4685759964
622	0.4684570236
623	0.4683467407
624	0.468320755
625	0.4681906967
626	0.4680927887
627	0.467992897
628	0.4678901215
629	0.4677560654
630	0.4676437531
631	0.467569191
632	0.4675678864
633	0.467440773
634	0.4673278732
635	0.467221199
636	0.4671463623
637	0.4670386047
638	0.4669383163
639	0.4668013306
640	0.4666857681
641	0.466585228
642	0.4664581909
643	0.4663549881
644	0.46625
645	0.4661168671
646	0.4660517883
647	0.4659313889
648	0.4658249054
649	0.4656652298
650	0.4655192413
651	0.465366066
652	0.4652657471
653	0.4652081223
654	0.4650982819
655	0.464990097
656	0.464892746
657	0.4647679825
658	0.4646594086
659	0.4645409775
660	0.4644164658
661	0.4642830658
662	0.4641648254
663	0.4640429688
664	0.4639234314
665	0.4638289642
666	0.4637505188
667	0.4636592789
668	0.4635451965
669	0.4634147263
670	0.463390564
671	0.4632739487
672	0.4631523056
673	0.4630506516
674	0.4629643326
675	0.4628810501
676	0.462811554
677	0.462688179
678	0.4626137085
679	0.4625003586
680	0.4624471741
681	0.4623107986
682	0.4621784668
683	0.4620684586
684	0.4619188156
685	0.4618036652
686	0.461727417
687	0.461631279
688	0.461543663
689	0.4614491425
690	0.4613392715
691	0.4612059937
692	0.4611506119
693	0.4610563583
694	0.460951416
695	0.4608381882
696	0.4607300415
697	0.4606678543
698	0.4605361252
699	0.460465065
700	0.46037323
701	0.4602767258
702	0.4601721344
703	0.4600762024
704	0.459978096
705	0.459930397
706	0.4597709808
707	0.4596707382
708	0.4595591354
709	0.4594645996
710	0.4593545532
711	0.4592238388
712	0.4591281586
713	0.4590420074
714	0.4589398575
715	0.4588271103
716	0.4587400436
717	0.4586560287
718	0.4585479965
719	0.4584763336
720	0.4584000854
721	0.4582912979
722	0.4581948395
723	0.4580573654
724	0.4579631805
725	0.4578174362
726	0.4576998138
727	0.4575972137
728	0.4575168686
729	0.4574284744
730	0.4573213043
731	0.4572245789
732	0.4571474152
733	0.4570103836
734	0.4569151993
735	0.4568535004
736	0.4567404556
737	0.4566300201
738	0.4565462341
739	0.4564769287
740	0.4564123535
741	0.4562954559
742	0.4561828079
743	0.4561097412
744	0.456024147
745	0.4559146805
746	0.4557902603
747	0.4557026062
748	0.455582016
749	0.4554922485
750	0.4554393768
751	0.4553557739
752	0.4552863998
753	0.4551896133
754	0.4550765991
755	0.4549639893
756	0.4548711395
757	0.4547728195
758	0.4546614761
759	0.4545634155
760	0.4544714966
761	0.4543840332
762	0.45427108
763	0.4541713257
764	0.4540928574
765	0.4540335388
766	0.4539685135
767	0.4538672256
768	0.453776329
769	0.4537433319
770	0.4535954895
771	0.4534862137
772	0.4533844681
773	0.4533056259
774	0.453202507
775	0.4530725327
776	0.4530028229
777	0.4529415588
778	0.4528376465
779	0.4527969971
780	0.4526903915
781	0.4526128387
782	0.4524765396
783	0.4524120102
784	0.4523345795
785	0.4522574463
786	0.452130455
787	0.4519873505
788	0.4519155807
789	0.4518153839
790	0.4517243271
791	0.4516451797
792	0.4515453339
793	0.4514632645
794	0.4513384171
795	0.4512041397
796	0.4510916214
797	0.4509472656
798	0.4507846603
799	0.4506643982
800	0.4506382065
801	0.4505321045
802	0.4504351959
803	0.4503918991
804	0.4502859116
805	0.4501744766
806	0.4500823593
807	0.4499961395
808	0.4498742447
809	0.4498023834
810	0.4497197037
811	0.4496099701
812	0.4494779892
813	0.4493582382
814	0.4492377472
815	0.4491873703
816	0.4490650558
817	0.4489600906
818	0.4489056168
819	0.4488434143
820	0.4487080307
821	0.4485798569
822	0.4484117661
823	0.448377449
824	0.4482569351
825	0.4481639481
826	0.4480429611
827	0.4479723663
828	0.4478577728
829	0.4477689133
830	0.4476854095
831	0.4475996857
832	0.4474842072
833	0.4474132462
834	0.4473286819
835	0.4472119751
836	0.447138237
837	0.4470249176
838	0.4469372101
839	0.4468657913
840	0.4467659607
841	0.4466443939
842	0.4465564194
843	0.4464528809
844	0.4463786926
845	0.4463147888
846	0.4462192307
847	0.4460993347
848	0.4460283585
849	0.4459411621
850	0.4458526382
851	0.4457654648
852	0.4456509628
853	0.445561615
854	0.4454799881
855	0.4454139099
856	0.4453337097
857	0.4452450333
858	0.4451430054
859	0.4450688019
860	0.4449661407
861	0.4448570251
862	0.4447159882
863	0.4446205063
864	0.4445100327
865	0.4444038162
866	0.444304985
867	0.4441937027
868	0.4441634674
869	0.444134613
870	0.4439876862
871	0.4439295731
872	0.4438239594
873	0.4437720718
874	0.4436734009
875	0.4436241913
876	0.4435255203
877	0.4434420242
878	0.443327507
879	0.4432602081
880	0.4431505814
881	0.4430473557
882	0.4429386673
883	0.4428535843
884	0.4427553177
885	0.4426904984
886	0.4425687256
887	0.442493515
888	0.4423872528
889	0.4422551498
890	0.4421881409
891	0.4421097488
892	0.4419875412
893	0.4419275742
894	0.4418354721
895	0.4417446747
896	0.4416569061
897	0.4415804138
898	0.4415075684
899	0.4414610748
900	0.4413778534
901	0.4413096161
902	0.4412295837
903	0.4411097641
904	0.4410094299
905	0.4409079895
906	0.4408765106
907	0.4408027878
908	0.4407190781
909	0.4406450272
910	0.4405521774
911	0.4404642105
912	0.4403389511
913	0.4402561417
914	0.4401682281
915	0.4400617752
916	0.4399511108
917	0.4398871536
918	0.4397996902
919	0.4397200089
920	0.4396056595
921	0.4395306854
922	0.4394608078
923	0.4393687057
924	0.4393348923
925	0.4392442398
926	0.4391827011
927	0.4390756531
928	0.4389870377
929	0.4389005737
930	0.43879776
931	0.4387077408
932	0.43858535
933	0.4384998474
934	0.4384567413
935	0.4383842163
936	0.4383002014
937	0.4382052841
938	0.4381206436
939	0.4379883804
940	0.4378985367
941	0.4378557205
942	0.4377685318
943	0.4376697464
944	0.437582695
945	0.437502327
946	0.4374036026
947	0.4373310165
948	0.4372699127
949	0.4371867676
950	0.4370927277
951	0.4370007019
952	0.436930336
953	0.436856575
954	0.4367886734
955	0.4367035522
956	0.4366131973
957	0.4365364609
958	0.436473175
959	0.4363895721
960	0.4363156967
961	0.4362487411
962	0.4361830063
963	0.43609375
964	0.4360517731
965	0.4360372849
966	0.4359547348
967	0.4358447037
968	0.4357636871
969	0.4356477509
970	0.4355735779
971	0.4354911575
972	0.435405014
973	0.4353196106
974	0.4352578506
975	0.4351322403
976	0.4350669479
977	0.4349862823
978	0.4348825836
979	0.4348352737
980	0.4347622528
981	0.4346632233
982	0.4345848999
983	0.4344936447
984	0.4344183502
985	0.4343103561
986	0.4342347641
987	0.434136673
988	0.4340615387
989	0.4340266953
990	0.4339596176
991	0.4338800507
992	0.4337889404
993	0.4337034073
994	0.4336381607
995	0.4335468597
996	0.433420845
997	0.4333249893
998	0.4333005142
999	0.4332062302
